Word,AROU,VAL,DOM,CNC,IMAG,FAM,SIZE,GEND
detach,0,0,1,0,0,0,0,0
detached,0,0,0,0,0,0,0,1
detail,1,1,1,0,0,1,0,0
detailed,1,1,1,0,0,1,1,0
determination,1,1,1,0,0,1,1,1
determine,1,1,1,0,0,1,1,1
determined,1,1,1,0,0,1,1,1
detest,1,0,1,0,0,0,1,1
detonate,1,0,1,1,0,0,1,1
detonation,1,0,0,0,0,0,1,1
develop,1,1,1,0,0,1,1,0
development,1,1,1,0,0,1,1,1
deviant,1,0,1,0,0,0,1,1
deviation,0,0,0,0,0,0,1,0
device,0,1,1,1,1,1,0,1
devil,1,0,0,0,1,0,1,1
devise,0,0,1,0,0,0,1,0
devote,1,1,0,0,0,0,1,0
devoted,1,1,1,0,0,1,1,0
devotion,1,1,0,0,0,1,1,0
diabetes,0,0,0,0,0,0,1,1
diamond,1,1,1,1,1,1,0,0
diamonds,1,1,1,1,1,1,0,0
dice,0,0,0,1,1,0,0,1
dictionary,0,1,1,1,1,1,1,0
die,0,0,0,1,0,1,1,1
died,1,0,0,1,1,1,1,1
diffusion,0,1,0,0,0,0,0,0
digest,0,1,0,1,0,1,0,1
digestion,0,1,0,1,1,1,0,1
digit,0,0,1,1,1,0,0,1
digit (finger),0,0,1,1,1,0,0,1
digit (number),0,1,1,1,1,1,0,1
digital,0,1,1,1,0,1,1,1
digits,0,0,0,1,1,0,0,1
digits (fingers),0,1,1,1,1,0,0,1
digits (numbers),0,0,1,1,1,0,0,1
dignified,1,1,1,0,0,0,1,0
dignity,1,1,1,0,0,0,1,0
dildo,1,1,1,1,1,0,0,0
dim,0,0,0,0,0,0,0,1
dinner,1,1,1,1,1,1,0,0
dinosaur,1,1,1,1,1,1,1,1
diploma,1,1,1,1,1,1,1,0
diplomat,0,1,1,1,0,0,1,1
dire,0,0,0,0,0,0,1,1
direct,1,1,1,0,0,1,1,1
direction,1,1,1,0,0,1,1,0
dirt,0,0,0,1,1,1,0,1
dirty,1,0,0,1,1,1,0,1
disappoint,0,0,0,0,0,1,1,0
disappointed,0,0,0,0,0,1,1,0
disaster,1,0,0,0,1,1,1,1
disband,0,0,0,0,0,0,0,1
disciple,0,1,0,0,0,0,1,1
discipline,0,0,0,0,0,1,1,1
disclose,0,0,0,0,0,0,0,0
disclosure,0,0,0,0,0,0,0,0
disco,1,1,1,1,1,0,1,0
discomfort,1,0,0,0,0,1,1,0
disconnect,0,0,0,0,0,1,0,1
discourage,0,0,0,0,0,0,1,1
discover,1,1,1,0,0,1,1,1
discovery,1,1,1,0,0,1,1,1
discrete,0,1,1,0,0,0,0,0
discretion,0,1,1,0,0,0,0,0
disdain,0,0,0,0,0,0,0,1
disease,0,0,0,1,1,1,1,0
diseased,0,0,0,0,0,0,1,1
disfigured,0,0,0,0,1,0,1,1
disgust,0,0,0,0,0,1,1,0
disgusted,0,0,1,0,0,1,1,1
disgusting,0,0,0,0,0,1,1,1
dish,0,1,1,1,1,1,0,0
disloyal,0,0,0,0,0,0,1,0
dismiss,0,0,0,0,0,0,0,1
disparity,0,0,0,0,0,0,1,0
displeased,0,0,0,0,0,0,0,0
dispose,0,0,0,0,0,0,0,1
disposition,0,0,0,0,0,0,1,1
dissent,0,0,1,0,0,0,1,1
dissident,1,0,0,0,0,0,1,1
distant,0,0,0,0,0,1,1,1
distinction,1,1,1,0,0,0,1,1
distinguish,0,1,1,0,0,1,0,1
distract,0,0,0,0,0,1,0,1
distraction,0,0,0,0,0,1,1,0
distress,1,0,0,0,0,1,1,0
distressed,0,0,0,0,0,1,1,0
disturb,1,0,0,0,0,1,1,1
disturbed,0,0,0,0,0,0,1,1
ditch,0,0,0,1,1,0,0,1
dive,1,1,1,0,1,1,1,0
diver,0,1,1,1,1,1,0,1
diverse,1,1,1,0,0,1,1,0
divert,0,0,0,0,0,0,0,1
divination,0,1,0,0,0,0,1,0
divine,1,1,1,0,0,0,1,0
divorce,1,0,0,0,0,1,1,0
dizzy,1,0,0,0,0,0,0,0
docile,0,0,0,0,0,0,0,0
dock,0,0,0,1,1,0,1,1
dock (deduct),0,0,0,0,0,0,0,1
dock (ship),0,1,0,1,1,0,1,1
doctor,1,1,0,1,1,1,1,1
doctrine,1,0,0,0,0,0,1,1
document,0,0,1,1,1,1,0,1
dodgy,0,0,0,0,0,1,0,1
dog,1,1,1,1,1,1,0,1
dogma,1,0,0,0,0,0,1,1
dole,0,0,0,0,0,0,0,1
doll,0,1,0,1,1,1,0,0
dollar,1,1,0,1,1,1,0,1
dolls,0,1,1,1,1,0,0,0
dolphin,1,1,1,1,1,1,1,0
dome,0,1,0,1,1,0,1,1
dominate,1,0,1,0,0,1,1,1
donkey,0,1,1,1,1,1,0,1
doom,1,0,0,0,0,0,1,1
doomed,1,0,0,0,0,0,1,1
door,0,1,1,1,1,1,0,1
doorman,0,0,0,1,1,0,0,1
dope,0,0,0,0,0,0,0,1
dope (drugs),1,0,0,1,1,0,0,1
dope (idiot),0,0,0,0,0,0,0,1
dopey,0,0,0,0,0,0,0,1
dose,0,0,0,0,0,1,0,1
doubt,0,0,0,0,0,1,1,0
dough,0,1,1,1,1,1,0,0
dough (baking),1,1,1,1,1,1,0,0
dough (money),1,1,1,1,1,0,1,1
dove,0,1,1,1,1,0,0,0
dove (bird),0,1,1,1,1,1,0,0
dove (dive),0,0,1,0,1,0,0,1
down,0,0,0,0,0,1,0,0
down (direction),0,0,0,1,0,1,0,1
down (fur),0,0,0,1,1,0,0,0
down (sad),0,0,0,0,1,1,0,0
drab,0,0,0,0,0,0,0,1
draft,0,0,0,0,0,1,0,1
draft (breeze),0,0,0,0,0,1,0,0
draft (first version),0,1,1,1,0,1,0,1
drag,0,0,0,0,0,1,0,1
dragon,1,0,1,1,1,1,1,1
drama,1,0,0,0,0,1,1,0
draught,0,0,0,0,0,0,0,1
draw,1,1,1,1,1,1,0,0
draw (artistic),1,1,1,0,1,1,0,0
draw (attract),1,1,1,0,0,0,1,0
draw (choose),0,1,1,0,0,0,0,0
draw (tie),0,0,1,0,0,0,0,1
drawers,0,1,1,1,1,1,0,0
drawing,1,1,1,1,1,1,0,0
dread,1,0,0,0,0,0,1,1
dream,1,1,1,0,0,1,1,0
dreams,1,1,0,0,0,1,1,0
dreary,0,0,0,0,0,0,0,0
dress,1,1,1,1,1,1,0,0
dress (formal),1,1,1,1,1,1,0,0
dress (put on clothes),1,1,1,1,1,1,0,0
dress (skirt),1,1,1,1,1,1,0,0
dressed,0,1,1,1,1,1,0,0
dresser,0,1,0,1,1,0,0,0
drift,0,0,0,0,0,0,0,1
drifter,0,0,0,0,0,0,0,1
drifting,0,0,0,0,0,0,0,0
drill,0,0,1,1,1,0,0,1
drill (practice),0,0,0,0,0,0,0,1
drill (tool),0,0,1,1,1,1,0,1
drive,1,1,1,1,1,1,0,1
drive (car),1,1,1,1,1,1,1,1
drive (motivation),1,1,1,0,0,1,1,1
drop,0,0,0,0,0,1,0,1
drop (fall),0,0,0,1,1,1,1,1
drop (rain),0,0,0,1,1,1,0,0
dropped,0,0,0,1,0,1,0,1
drought,0,0,0,1,1,0,1,1
drown,1,0,0,1,1,0,1,1
drug,1,0,1,1,1,1,1,1
drugged,0,0,0,0,0,0,1,1
drum,1,1,1,1,1,1,0,1
drummer,1,1,1,1,1,1,1,1
drums,1,1,1,1,1,1,1,1
drunk,1,0,0,0,1,1,1,1
dubious,0,0,0,0,0,0,0,1
duck,0,1,1,1,1,1,0,0
duck (bird),0,1,0,1,1,1,0,0
duck (cricket),0,0,1,0,0,0,0,1
duck (crouch),0,0,0,0,1,0,0,1
duet,1,1,1,0,1,0,0,0
duke,0,1,1,1,1,0,1,1
dull,0,0,0,0,0,1,0,1
dumb,0,0,0,0,0,1,0,1
dummy,0,0,0,1,1,0,0,1
dummy (idiot),0,0,0,0,1,0,0,1
dummy (mannequin),0,0,0,1,1,0,0,0
dummy (nipple),0,1,0,1,1,0,0,0
dump,0,0,0,0,0,1,0,1
dune,0,1,1,1,1,0,1,0
dung,0,0,0,1,1,0,0,1
dungeon,1,0,0,1,1,0,1,1
durable,1,1,1,0,0,0,1,1
dusk,0,1,0,0,1,0,0,0
dust,0,0,0,1,1,1,0,0
dustbin,0,0,1,1,1,0,0,1
duster,0,0,1,1,1,0,0,0
dustpan,0,0,0,1,1,0,0,0
dusty,0,0,0,1,1,1,0,0
duty,0,0,0,0,0,1,1,1
duvet,1,1,1,1,1,1,0,0
dwarf,0,0,0,1,1,0,0,1
dwell,0,0,0,0,0,0,0,0
dye,0,1,1,1,1,1,0,0
dying,1,0,0,0,0,1,1,0
dynamite,1,0,1,1,1,0,1,1
dynasty,1,0,0,0,0,0,1,1
eager,1,1,1,0,0,1,1,0
eagle,1,1,1,1,1,1,1,1
ear,0,1,1,1,1,1,0,0
earn,1,1,1,0,0,1,1,1
earphones,0,1,1,1,1,1,0,1
earth,1,1,0,1,1,1,1,0
earthquake,1,0,0,1,1,0,1,1
ease,0,1,1,0,0,0,0,0
easy,1,1,1,0,0,1,0,0
easygoing,0,1,1,0,0,1,0,0
eat,1,1,1,1,1,1,0,0
eatery,0,1,0,1,0,0,1,0
eccentric,1,1,1,0,0,0,1,1
economic,0,0,0,0,0,1,1,1
economy,0,0,0,0,0,1,1,1
ecstasy,1,1,1,0,0,0,1,1
ecstatic,1,1,1,0,1,1,1,0
edge,1,0,1,1,1,1,0,1
edifice,0,0,0,0,0,0,1,1
edit,0,0,1,0,0,1,0,1
edition,0,1,1,0,0,0,0,0
editor,0,1,1,1,1,0,0,1
educate,1,1,1,0,0,1,1,0
education,1,1,1,0,0,1,1,0
eel,0,0,0,1,1,0,0,1
eerie,1,0,0,0,0,0,1,1
efficient,1,1,1,0,0,1,1,0
effort,1,1,1,0,0,1,1,0
egg,0,1,1,1,1,1,0,0
ego,0,0,1,0,0,0,1,1
elaborate,1,1,1,0,0,1,1,0
elated,1,1,1,0,0,0,1,0
elation,1,1,1,0,0,0,1,0
elbow,0,0,1,1,1,1,0,0
elder,0,1,1,0,0,0,1,1
eldest,0,1,1,0,0,0,1,1
electric,1,1,1,0,0,1,1,1
electrician,0,0,0,1,1,1,1,1
electricity,1,1,1,1,0,1,1,1
electronic,1,1,1,1,1,1,1,1
elegant,1,1,1,0,1,1,1,0
elephant,1,1,1,1,1,1,1,1
elevator,0,1,0,1,1,1,1,1
elf,1,1,0,1,1,0,0,1
elite,1,1,1,0,0,0,1,1
elitist,1,0,1,0,0,0,1,1
elk,0,1,0,1,1,0,1,1
elm,0,1,0,1,1,0,1,0
elude,0,0,1,0,0,0,0,0
emancipation,1,0,1,0,0,0,1,0
embarrass,0,0,0,0,0,1,1,0
embarrassment,1,0,0,0,0,1,1,0
embezzle,1,0,1,0,0,0,1,1
embrace,1,1,1,1,1,1,1,0
emerald,1,1,1,1,1,0,0,0
emergency,1,0,0,0,0,1,1,1
emotion,1,1,0,0,0,1,1,0
emotional,1,0,0,0,0,1,1,0
empathy,1,1,1,0,0,1,1,0
emphasis,1,1,1,0,0,1,1,0
emphasize,1,1,1,0,0,1,1,0
empire,1,1,1,0,0,0,1,1
employ,0,1,0,0,0,1,1,1
employee,0,1,0,1,1,1,0,1
employer,0,0,0,1,1,1,1,1
employment,1,1,0,0,0,1,1,1
emporium,0,1,1,1,1,0,1,0
empty,0,0,0,0,0,1,0,0
enact,0,1,1,0,0,0,0,1
encore,1,1,1,0,0,0,1,0
encyclopedia,0,1,1,1,1,1,1,0
end,0,0,0,0,0,1,1,1
ending,0,0,0,0,0,1,1,0
endless,0,0,0,0,0,1,1,0
endure,0,0,0,0,0,0,1,0
engage,1,1,1,0,0,0,1,0
engaged,1,1,1,0,1,1,1,0
engagement,1,1,1,0,0,0,1,0
engaging,1,1,1,0,0,0,1,0
engine,0,1,1,1,1,1,1,1
engineer,0,1,1,1,1,1,1,1
enhance,1,1,1,0,0,0,1,0
enjoy,1,1,1,0,0,1,1,0
enjoyment,1,1,1,0,0,1,1,0
enquire,1,1,1,0,0,0,0,0
enquiry,0,1,1,0,0,0,0,0
enraged,1,0,1,0,0,0,1,1
ensure,0,1,1,0,0,0,1,0
entail,0,0,1,0,0,0,0,0
enter,1,1,1,0,0,1,0,0
enterprise,0,1,1,0,0,0,1,1
enthral,1,1,1,0,0,0,1,0
enthusiasm,1,1,1,0,0,1,1,0
enthusiastic,1,1,1,0,0,1,1,0
entitle,0,1,1,0,0,0,1,1
entrepreneur,1,1,1,0,0,0,1,1
entry,0,1,1,0,0,1,0,0
envelope,0,1,0,1,1,1,0,0
epidemic,1,0,0,0,0,0,1,1
episode,0,1,0,0,0,1,0,0
episodic,0,0,0,0,0,0,0,0
equal,0,1,1,0,0,1,1,0
equality,1,1,1,0,0,1,1,0
equipment,0,1,1,1,1,1,1,1
erase,0,0,0,0,0,1,0,0
erode,0,0,0,0,0,0,1,1
eroded,0,0,0,0,0,0,0,1
erotic,1,1,1,0,1,1,1,0
errand,0,1,1,0,0,1,0,0
error,0,0,0,0,0,1,0,1
eruption,1,0,0,1,1,0,1,1
escape,1,1,1,0,0,1,1,0
escaped,1,1,1,0,1,1,1,1
escapee,1,0,1,1,1,0,1,1
escort,0,0,0,0,0,0,1,0
essence,1,1,1,0,0,0,0,0
estate,0,1,1,1,1,0,1,1
estimate,0,0,0,0,0,1,0,1
ethnic,1,0,0,0,0,0,1,0
euphoria,1,1,1,0,0,0,1,0
evaluate,0,1,1,0,0,1,1,0
evangelist,0,0,0,0,0,0,0,0
even,0,1,1,0,0,1,0,0
even (odd),0,1,1,0,0,1,0,0
even (still),0,0,1,0,0,0,0,0
evening,1,1,1,1,1,1,1,0
event,1,1,1,0,0,1,1,0
ever,0,1,0,0,0,1,1,0
every,0,1,1,0,0,1,1,0
everything,1,1,1,0,0,1,1,0
evidence,0,1,1,1,0,1,1,1
evil,1,0,0,0,0,1,1,1
evoke,1,1,1,0,0,0,1,0
exact,0,1,1,0,0,1,0,0
exam,1,0,0,1,1,1,1,1
examination,1,0,0,1,1,1,1,1
excel,1,1,1,0,0,1,1,0
excellence,1,1,1,0,0,1,1,0
excellent,1,1,1,0,0,1,1,0
excited,1,1,1,0,0,1,1,0
excitement,1,1,1,0,1,1,1,0
exciting,1,1,1,0,0,1,1,0
exclaim,1,1,1,0,0,0,1,0
exclude,0,0,0,0,0,1,1,1
exclusion,0,0,0,0,0,0,1,0
excrement,0,0,0,1,1,0,0,1
excuse,0,0,1,0,0,1,0,1
execute,1,0,0,0,0,0,1,1
execute (accomplish),1,1,1,0,0,0,1,1
execute (kill),1,0,0,1,1,0,1,1
execution,1,0,0,1,1,0,1,1
executioner,1,0,0,1,1,0,1,1
exercise,1,1,1,1,1,1,1,1
exert,1,0,1,0,0,0,1,1
exertion,1,0,1,0,0,0,1,1
exhaust,0,0,0,0,1,1,1,1
exhausted,0,0,0,0,0,1,1,0
exhaustion,0,0,0,0,0,1,1,1
exhibit,1,1,0,0,0,0,1,0
exist,1,1,1,0,0,1,1,0
existence,1,1,1,0,0,1,1,0
expand,1,1,1,0,0,1,1,1
expanse,0,1,1,0,0,0,1,1
expedition,1,1,1,0,1,0,1,1
expel,1,0,0,0,0,0,1,1
expensive,1,0,0,0,0,1,1,0
experiment,1,1,0,0,1,1,1,1
expert,1,1,1,0,0,1,1,1
explain,0,1,1,0,0,1,1,0
exploration,1,1,1,0,0,1,1,1
explore,1,1,1,0,0,1,1,1
explorer,1,1,1,1,1,0,1,1
export,0,1,1,0,0,0,1,1
express,1,1,1,0,0,1,1,0
expression,1,1,1,0,0,1,1,0
exquisite,1,1,1,0,0,0,1,0
exterminate,1,0,1,0,0,0,1,1
extravagant,1,1,1,0,0,0,1,0
extreme,1,0,1,0,0,1,1,1
eye,0,1,1,1,1,1,0,0
eyebrows,0,1,1,1,1,1,0,0
eyelashes,1,1,1,1,1,1,0,0
eyes,1,1,1,1,1,1,0,0
fabric,0,1,0,1,1,1,0,0
fabricate,1,0,0,0,0,0,1,0
fabrication,0,0,0,0,0,0,1,0
fabulous,1,1,1,0,0,1,1,0
face,1,1,1,1,1,1,0,0
Facebook,1,0,0,1,1,1,1,1
facility,0,1,0,1,0,0,1,1
fact,0,1,1,1,0,1,1,1
faction,0,0,1,0,0,0,1,1
factory,0,0,0,1,1,1,1,1
fade,0,0,0,0,0,1,0,0
faded,0,0,0,0,0,0,0,0
faeces,0,0,0,1,1,0,0,1
fail,0,0,0,0,0,1,1,1
failure,0,0,0,0,0,1,1,1
faint,0,0,0,0,0,0,0,0
faint (colllapse),1,0,0,1,1,1,0,0
faint (weak),0,0,0,0,0,1,0,0
fair,0,1,1,0,0,1,1,0
fair (exhibition),1,1,1,1,1,0,1,0
fair (honest),0,1,1,0,0,1,1,0
fair (light),0,1,1,0,0,0,0,0
fair (weather),0,1,0,0,1,0,0,0
fairy,1,1,0,0,1,0,0,0
faith,0,1,0,0,0,1,1,0
faithful,1,1,1,0,0,1,1,0
fake,0,0,0,0,0,1,1,0
falcon,0,1,1,1,1,0,1,1
fall,0,0,0,0,1,1,1,1
fall (drop),0,0,0,0,1,1,0,0
fall (season),0,1,0,1,1,0,1,0
fallacy,0,0,0,0,0,0,1,1
FALSE,1,0,0,0,0,1,1,1
falter,0,0,0,0,0,0,0,0
fame,1,1,1,0,0,1,1,0
family,1,1,0,1,1,1,1,0
famous,1,1,1,0,0,1,1,0
fanciful,1,1,1,0,0,0,0,0
fans,1,1,1,1,1,1,1,0
fans (air),0,1,1,1,1,1,0,0
fans (sports),1,1,1,1,1,1,1,1
fantastic,1,1,1,0,0,1,1,0
fantasy,1,1,1,0,0,1,1,0
fare,0,0,0,1,0,0,0,0
fare (charge),0,0,0,1,0,1,0,0
fare (food),0,1,0,1,1,0,0,0
farewell,0,0,0,0,0,0,1,0
farm,0,1,1,1,1,1,1,1
farmer,0,1,1,1,1,1,0,1
fart,0,0,1,1,1,1,0,1
fascinating,1,1,1,0,0,1,1,0
fashion,1,1,1,0,1,1,1,0
fast,1,1,1,0,1,1,1,1
fast (quick),1,1,1,0,0,1,0,1
fast (starve),0,0,0,0,0,0,0,0
fat,0,0,0,1,1,1,1,0
fatal,1,0,0,0,0,1,1,1
fate,1,1,0,0,0,1,1,0
father,1,1,0,1,1,1,1,1
father (dad),0,1,0,1,1,1,1,1
father (priest),0,0,0,1,1,1,0,1
fatigue,0,0,0,0,0,1,0,0
fault,0,0,0,0,0,1,1,1
favour,1,1,1,0,0,1,1,0
fear,1,0,0,0,0,1,1,0
fearful,1,0,0,0,0,0,1,0
feat,0,1,1,0,0,0,1,1
feature,0,1,0,0,0,0,0,0
feeble,0,0,0,0,0,0,0,0
feet,0,0,1,1,1,1,0,1
feet (body),0,1,1,1,1,1,0,1
feet (length),0,1,0,1,1,0,0,1
feline,1,1,0,1,1,0,0,0
fence,0,0,0,1,1,0,0,1
ferret,0,0,1,1,1,0,0,1
ferry,0,1,0,1,1,0,1,0
festival,1,1,1,1,1,1,1,0
festive,1,1,1,0,1,1,1,0
feudal,1,0,0,0,0,0,1,1
feudalism,0,0,0,0,0,0,1,1
fever,1,0,0,1,0,1,1,0
few,0,0,0,0,0,1,0,0
fiber,0,1,0,1,0,0,0,0
fibre,0,1,0,1,0,0,0,0
fiction,1,1,0,0,0,1,0,0
fictitious,1,0,0,0,0,0,1,0
fiddle,1,1,0,1,1,0,0,0
fiddle (adjust),1,0,1,0,0,0,0,0
fiddle (violin),1,1,1,1,1,0,0,0
fiddler,1,1,0,1,1,0,0,1
field,0,1,1,1,1,1,1,1
fierce,1,0,1,0,0,0,1,1
fight,1,0,1,1,1,1,1,1
fighter,1,0,1,1,1,1,1,1
fighting,1,0,1,1,1,1,1,1
figment,0,0,0,0,0,0,0,0
figure,0,1,1,1,1,0,0,0
figure (body shape),1,1,0,1,1,1,1,0
figure (graph),0,0,0,1,1,1,0,1
figure (number),0,0,0,1,1,1,0,1
figure (reckon),0,0,1,0,0,0,0,1
file,0,1,0,1,1,1,0,1
file (record),0,0,0,1,1,1,0,0
file (tool),0,0,1,1,1,0,0,1
fill,0,1,1,0,0,1,1,1
filling,0,1,1,0,0,0,0,0
film,1,1,1,1,1,1,1,0
filter,0,0,1,0,0,0,0,1
filth,1,0,0,0,1,1,0,1
filthy,1,0,0,0,1,1,1,1
finance,0,0,0,1,0,1,1,1
financial,0,1,0,0,0,1,1,1
finger,1,1,1,1,1,1,0,0
fingers,0,1,1,1,1,1,0,1
finish,1,1,1,0,0,1,1,1
fire,1,0,1,1,1,1,1,1
fire (employment),1,0,0,0,0,0,1,1
fire (flames),1,0,0,1,1,1,1,1
fire (gun),1,0,1,1,1,1,1,1
fireman,1,1,0,1,1,1,1,1
fireplace,0,1,1,1,1,1,0,0
fireworks,1,1,1,1,1,1,1,1
firm,0,1,1,0,0,1,0,1
first,1,1,1,0,0,1,1,0
fish,0,1,1,1,1,1,0,0
fisherman,0,1,1,1,1,0,0,1
fist,1,0,1,1,1,1,0,1
fit,1,1,1,0,0,1,1,1
fit (convulsion),1,0,0,1,1,0,1,1
fit (healthy),1,1,1,0,1,1,1,1
fit (suitable),0,1,1,0,0,1,0,0
fizzy,1,1,1,0,1,1,0,0
flab,0,0,0,1,1,1,1,0
flabby,0,0,0,1,1,0,1,0
flap,0,0,0,1,1,0,0,0
flask,0,1,1,1,1,0,0,1
flatulence,0,0,0,1,0,0,0,1
flatulent,0,0,0,1,0,0,0,1
flea,0,0,0,1,1,0,0,1
flee,1,0,0,0,0,0,0,0
fleet,0,0,0,1,1,0,1,1
flesh,1,0,1,1,1,1,1,1
flick,1,0,1,0,1,1,0,0
flick (movement),1,0,1,1,1,0,0,0
flick (movie),1,1,1,1,1,0,1,0
flicker,1,1,0,0,1,0,0,0
flight,1,1,1,1,1,1,1,0
flint,0,0,1,1,1,0,0,1
flirt,1,1,1,0,0,1,1,0
flirty,1,1,1,0,1,1,1,0
float,0,1,1,1,1,0,0,0
flood,1,0,0,1,1,1,1,0
florist,0,1,0,1,1,0,0,0
flour,0,1,1,1,1,1,0,0
flourish,1,1,1,0,0,0,1,0
flow,0,1,0,0,0,1,1,0
flower,1,1,1,1,1,1,0,0
fluent,1,1,1,0,0,1,1,0
fluid,0,1,1,1,1,0,0,0
flute,1,1,1,1,1,0,0,0
flutter,1,1,1,0,1,0,0,0
fly,1,1,1,1,1,1,0,1
fly (insect),0,0,0,1,1,1,0,1
fly (through air),1,1,1,0,1,1,1,0
foam,1,1,0,1,1,0,0,0
fodder,0,0,0,1,0,0,0,1
foggy,0,0,0,1,1,1,1,0
foible,1,0,0,0,0,0,0,0
foil,0,0,1,1,1,0,0,0
foil (metal),0,0,0,1,1,1,0,1
foil (prevent),0,0,1,0,0,0,0,1
fold,0,0,0,0,1,1,0,0
folder,0,1,1,1,1,1,0,0
folk,0,1,0,0,0,0,0,1
follow,0,0,0,0,0,1,0,0
folly,0,0,0,0,0,0,0,0
fond,1,1,1,0,0,0,0,0
food,1,1,1,1,1,1,1,1
fool,0,0,0,0,1,1,0,1
foolish,1,0,0,0,0,1,1,1
foot,0,0,1,1,1,1,0,1
foot (body),0,1,1,1,1,1,0,1
foot (length),0,0,0,1,1,1,0,1
football,0,0,1,1,1,1,0,1
forage,1,1,1,0,0,0,0,0
force,1,0,0,0,0,1,1,1
forceful,1,0,0,0,0,0,1,1
ford,0,0,0,1,0,0,1,1
forehead,0,1,1,1,1,1,0,1
foreign,1,1,0,0,0,1,1,1
foreigner,1,1,0,0,0,0,0,1
forest,1,1,0,1,1,1,1,0
forge,1,0,1,0,0,0,1,1
forget,0,0,0,0,0,1,0,0
forgetful,0,0,0,0,0,1,0,1
fork,0,1,1,1,1,1,0,1
fork (cutlery),0,1,1,1,1,1,0,0
fork (road),0,0,0,1,1,0,0,1
form,0,1,1,0,0,1,0,0
formation,0,1,0,0,0,0,1,1
former,0,0,0,0,0,0,0,0
fort,1,1,1,1,1,0,1,1
fortress,1,1,1,1,1,0,1,1
fortuitous,1,1,1,0,0,0,1,1
fortunate,1,1,1,0,0,1,1,0
fortune,1,1,1,0,0,1,1,0
forty,0,0,1,0,0,1,1,1
forum,0,1,0,1,0,0,0,1
fought,1,0,1,0,0,0,1,1
foul,0,0,0,0,0,0,0,1
foul (disgusting),0,0,0,0,0,0,1,1
foul (penalty),0,0,0,0,0,0,0,1
fountain,1,1,1,1,1,1,1,0
fowl,0,0,0,0,0,0,0,1
fox,0,0,0,1,1,1,0,1
foxes,1,1,0,1,1,1,0,0
foxy,1,1,1,0,0,0,0,0
fragrance,1,1,1,1,0,1,0,0
fragrant,1,1,1,0,0,0,0,0
frail,0,0,0,0,1,1,0,0
frame,0,1,0,1,1,0,0,0
franchise,0,1,0,1,0,0,1,1
frank,0,1,1,0,0,0,0,1
frantic,1,0,0,0,0,0,1,0
fraud,1,0,0,0,0,0,1,1
freak,1,0,0,0,0,1,1,1
freaky,1,0,0,0,0,0,0,0
freckle,0,1,1,1,1,1,0,0
free,1,1,1,0,0,1,1,0
freed,1,1,1,0,0,0,1,0
freedom,1,1,1,0,0,1,1,0
freeze,0,0,0,1,1,1,0,1
fresh,1,1,1,0,0,1,0,0
friction,1,0,0,0,0,0,1,1
fridge,0,1,1,1,1,1,1,1
friend,1,1,1,1,1,1,1,0
friendly,1,1,1,0,0,1,1,0
friendship,1,1,1,0,1,1,1,0
fright,1,0,0,0,0,0,1,0
frightened,1,0,0,0,0,1,1,0
frightening,1,0,0,0,0,1,1,1
frigid,0,0,0,0,0,0,0,0
frock,1,1,0,1,1,0,0,0
frog,0,1,1,1,1,1,0,1
froth,1,0,1,1,1,0,0,0
frown,0,0,0,1,1,1,0,1
frozen,0,0,0,1,1,1,0,0
frugal,0,0,1,0,0,0,0,1
frustrate,1,0,0,0,0,1,1,1
frustrated,0,0,0,0,0,1,1,1
frustration,1,0,0,0,0,1,1,1
fuck,1,0,1,0,0,1,1,1
fuck (exclamation),1,0,1,0,0,1,1,1
fuck (sex),1,1,1,1,1,1,1,1
fucker,1,0,1,0,0,1,1,1
fucks,1,0,1,0,0,1,1,1
fuel,0,1,1,1,1,1,0,1
full,0,1,1,0,1,1,1,1
fun,1,1,1,0,1,1,1,0
function,0,1,1,0,0,1,1,1
fund,1,1,1,0,0,1,1,1
funeral,0,0,0,1,1,1,1,1
fungal,0,0,0,1,1,0,0,1
fungus,0,0,0,1,1,0,0,1
funky,1,1,1,0,0,0,0,0
funny,1,1,1,0,0,1,1,1
fur,0,1,1,1,1,1,0,0
furious,1,0,1,0,0,1,1,1
furniture,0,1,1,1,1,1,1,0
furry,1,1,0,1,1,1,0,0
fury,1,0,1,0,0,0,1,1
fuse,0,0,0,1,1,0,0,1
fusion,1,1,1,0,0,0,1,1
fuss,0,0,0,0,0,1,0,0
futile,0,0,0,0,0,0,0,0
future,1,1,1,0,0,1,1,0
gadget,1,1,1,1,1,1,0,1
gag,1,0,0,0,1,0,0,0
gag (choker),0,0,0,1,1,0,0,1
gag (joke),1,1,1,0,0,0,0,1
gaiety,1,1,1,0,0,0,1,0
gain,1,1,1,0,0,1,1,1
gala,0,1,0,0,0,0,1,0
galaxy,1,1,0,1,1,1,1,0
gale,1,0,0,1,1,0,1,0
gallant,1,1,1,0,0,0,1,1
galleon,0,1,1,1,1,0,1,1
gallery,0,1,1,1,1,1,1,0
galley,0,0,0,1,0,0,1,1
game,1,1,1,0,1,1,0,1
game (animal),0,1,1,1,1,0,0,1
game (sport),0,1,1,1,1,1,1,1
garbage,0,0,0,1,1,0,1,1
garden,1,1,1,1,1,1,1,0
gardener,0,1,1,1,1,0,0,1
gardens,1,1,0,1,1,1,1,0
garlic,0,1,1,1,1,1,0,0
garment,0,1,1,1,1,0,0,0
garter,1,1,1,1,1,0,0,0
gash,1,0,0,1,1,0,0,1
