Word,Auditory.mean,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
HABILITATION,1,0,0,0,0,0,0,0,0,0,0
HABIT,0,1,1,1,0,1,1,1,0,1,0
HABITABILITY,0,1,1,1,0,1,1,0,1,1,0
HABITABLE,0,1,1,1,1,1,1,1,1,1,1
HABITANT,1,1,0,1,0,0,0,0,1,1,1
HABITAT,1,1,1,0,1,0,0,0,1,1,1
HABITATION,0,1,0,1,0,1,0,1,1,1,0
HABITUAL,1,1,1,1,0,1,0,1,1,1,0
HABITUALLY,0,1,0,0,0,1,1,0,0,1,0
HABITUALNESS,0,1,0,0,0,1,1,1,0,1,0
HABITUATION,0,1,0,0,0,0,1,0,0,1,0
HACIENDA,0,0,0,1,1,1,0,0,1,0,1
HACK,1,0,0,1,0,0,0,0,0,0,1
HACKED,0,0,0,0,0,1,0,0,0,0,1
HACKER,1,0,0,1,0,0,0,0,0,0,1
HACKING,0,0,0,1,0,1,0,0,0,0,0
HACKSAW,1,1,0,1,1,1,0,0,1,1,1
HAD,0,0,1,1,0,0,1,0,1,0,0
HAEMORRHAGE,0,1,0,0,1,1,1,0,0,1,1
HAG,1,0,0,0,0,0,0,0,1,0,1
HAGGARD,0,1,0,1,0,1,1,0,1,1,1
HAGGARDLY,0,0,0,0,0,1,0,0,0,1,1
HAGGARDNESS,1,0,0,0,1,0,1,0,1,1,1
HAGGLE,1,0,0,0,0,1,0,1,0,0,1
HAGGLER,1,0,0,0,0,1,0,1,0,0,0
HAIKU,1,0,0,0,0,1,0,1,0,0,1
HAIL,1,0,0,1,1,0,0,1,0,0,1
HAILSTONE,1,0,1,0,1,0,0,0,0,1,1
HAILSTORM,1,1,0,0,1,0,0,0,0,0,1
HAIR,0,1,0,1,1,1,0,0,1,1,1
HAIR DRYER,1,0,0,1,1,1,0,0,1,0,1
HAIR DYE,0,0,0,1,1,1,0,0,1,0,1
HAIR GEL,0,0,1,1,1,1,1,0,1,0,0
HAIR SPRAY,1,0,0,1,1,1,0,0,1,0,1
HAIRBALL,0,0,0,0,1,0,0,1,1,0,1
HAIRBRUSH,0,0,0,1,1,1,0,0,0,0,1
HAIRCUT,1,0,0,1,1,1,0,0,0,0,1
HAIRCUTTER,1,0,0,1,1,1,0,0,0,0,1
HAIRCUTTING,1,0,0,1,1,1,0,0,0,0,1
HAIRDO,0,0,0,1,1,1,0,0,0,0,1
HAIRDRESS,0,0,0,1,1,1,0,0,0,0,1
HAIRDRESSER,1,0,0,1,1,1,0,0,1,0,1
HAIRDRESSING,0,0,0,1,1,1,1,0,1,0,1
HAIRDRYER,1,0,0,1,1,1,0,0,1,0,1
HAIRED,0,0,0,0,1,1,0,0,0,0,1
HAIRINESS,0,1,0,1,1,1,0,0,0,1,1
HAIRLESS,0,1,0,1,1,1,0,0,0,1,1
HAIRLESSNESS,0,1,0,1,1,1,0,0,0,1,1
HAIRLINE,0,0,0,0,1,1,0,0,0,0,1
HAIRNET,0,0,0,1,1,1,0,0,0,0,1
HAIRPIECE,0,0,0,1,1,1,0,0,0,0,1
HAIRPIN,0,0,0,0,1,1,0,0,0,0,1
HAIRSPLITTER,1,0,0,0,0,0,1,0,0,0,0
HAIRSPLITTING,1,0,0,0,0,1,0,1,0,0,0
HAIRSPRAY,1,0,1,1,1,1,0,0,1,0,0
HAIRSTYLE,0,0,0,1,1,1,0,0,0,0,1
HAIRSTYLIST,1,0,0,0,0,1,0,0,1,0,1
HAIRY,0,1,0,1,1,1,0,0,0,1,1
HALF,0,0,0,0,1,0,0,0,0,0,1
HALF BROTHER,1,0,0,0,1,1,1,1,1,1,0
HALF DOLLAR,0,0,0,1,1,0,0,0,0,0,1
HALF MOON,0,0,0,0,0,1,0,0,0,0,1
HALFBACK,0,1,0,1,0,0,0,0,0,1,1
HALFCOCKED,0,0,0,0,0,0,0,0,0,1,0
HALFHEARTED,1,1,0,0,0,0,1,1,0,1,0
HALFHEARTEDLY,0,1,0,0,0,1,1,1,0,1,0
HALFPENNY,0,0,0,0,1,0,0,0,0,0,1
HALFTIME,1,1,0,1,0,1,0,1,0,1,1
HALFTONE,1,0,0,0,0,1,0,1,0,0,0
HALFTRACK,0,1,1,0,0,0,0,0,1,0,0
HALFWAY,0,1,0,1,0,1,0,1,0,1,0
HALFWIT,1,0,0,0,0,1,0,1,0,0,0
HALITOSIS,0,0,1,0,0,1,0,1,1,0,0
HALL,0,1,0,0,1,1,0,0,0,0,1
HALLELUJAH,1,0,0,0,0,0,1,1,0,0,0
HALLMARK,0,0,0,0,0,0,0,0,0,0,0
HALLMARKED,0,0,0,0,0,0,0,0,0,0,1
HALLOW,0,0,0,0,0,1,0,1,0,1,0
HALLOWED,0,0,0,0,0,0,1,0,0,0,0
HALLOWEEN,1,1,1,1,0,1,0,1,1,1,1
HALLUCINATE,1,0,1,0,0,1,1,0,1,0,1
HALLUCINATION,1,0,1,0,1,1,1,0,1,0,1
HALLUCINATORY,1,0,0,0,0,1,1,0,0,0,1
HALLUCINOGEN,0,0,0,0,0,1,1,1,1,1,0
HALLUCINOGENIC,0,0,1,0,0,1,1,0,1,0,0
HALLWAY,0,1,0,1,1,1,0,0,0,0,1
HALO,0,0,0,0,0,1,0,0,0,0,1
HALOGEN,0,0,0,0,0,1,0,0,0,0,1
HALT,1,1,0,1,1,0,1,1,0,1,1
HALTER,0,1,1,1,0,0,0,0,0,1,1
HALTING,1,1,0,1,0,0,0,1,0,1,1
HALTINGLY,0,1,0,1,0,0,1,1,0,1,0
HALTINGNESS,0,1,0,1,0,0,1,1,0,1,0
HALVE,0,0,0,1,1,0,0,0,0,0,1
HALVED,0,0,1,1,1,1,0,0,1,0,1
HALVES,0,0,1,0,1,0,0,0,0,0,1
HAM,0,0,1,1,1,0,1,1,1,0,1
HAMBURGER,0,0,1,1,1,1,0,1,1,1,1
HAMLET,1,1,0,0,0,1,0,1,0,0,1
HAMMER,1,0,0,1,1,1,0,0,0,1,1
HAMMER IN,1,0,0,1,1,0,0,0,0,0,1
HAMMER OUT,1,0,0,1,1,0,0,0,0,0,1
HAMMERER,1,0,0,1,1,0,0,0,0,0,1
HAMMERHEAD,0,0,0,0,1,0,0,0,1,0,1
HAMMERING,1,0,0,1,1,0,0,0,0,1,1
HAMMOCK,0,1,0,1,1,1,1,0,0,1,1
HAMMY,1,1,1,0,0,0,0,1,1,0,0
HAMPER,0,1,0,1,1,0,0,0,1,1,1
HAMSTER,1,0,0,0,1,0,0,0,1,0,1
HAMSTRING,0,1,0,0,1,0,1,0,0,0,0
HAND,0,0,0,1,1,0,0,0,0,0,1
HAND DOWN,0,0,0,1,1,0,1,0,0,0,1
HAND GRENADE,1,1,0,1,1,1,0,0,0,1,1
HAND LUGGAGE,0,1,0,1,1,0,0,0,0,1,1
HAND MIRROR,0,0,0,1,1,1,0,0,0,0,1
HAND OUT,0,0,0,1,1,0,0,0,0,0,1
HAND OVER,0,0,0,1,1,0,0,0,0,0,1
HAND PUMP,0,0,0,1,1,0,0,0,0,0,0
HAND TOWEL,0,0,0,1,1,0,0,0,1,0,1
HANDBAG,0,0,0,1,1,0,0,0,0,1,1
HANDBALL,1,1,0,1,1,0,0,0,0,1,1
HANDBARROW,0,1,1,1,1,0,1,0,1,0,1
HANDBOOK,0,0,0,1,1,1,0,0,0,0,1
HANDBRAKE,0,0,0,1,1,0,0,0,0,0,1
HANDCART,0,1,0,1,1,0,0,0,0,1,1
HANDCLAP,1,0,0,1,1,0,0,0,0,0,1
HANDCLASP,0,0,1,1,1,0,0,0,1,0,0
HANDCRAFT,0,0,1,1,1,1,0,0,0,0,1
HANDCRAFTED,0,0,1,1,1,0,0,0,1,0,1
HANDCUFF,0,0,0,1,1,0,0,0,0,1,1
HANDED,0,0,0,1,1,0,0,0,0,0,1
HANDEDNESS,0,0,0,1,1,0,0,0,0,0,1
HANDFUL,0,0,1,1,1,0,0,0,0,0,1
HANDGRENADE,1,0,0,1,1,0,0,0,0,0,1
HANDGRIP,0,0,0,1,1,0,0,0,0,0,0
HANDGUN,1,0,0,1,1,0,0,0,1,0,1
HANDHELD,0,0,0,1,1,0,0,0,0,0,1
HANDHOLD,0,0,1,1,1,0,1,0,1,0,1
HANDICAP,0,1,0,1,0,1,1,1,0,1,1
HANDICAPPED,0,1,0,1,0,1,1,1,0,1,1
HANDICAPPING,0,1,1,0,1,0,0,0,0,1,0
HANDICRAFT,0,0,0,1,1,0,0,0,0,0,1
HANDILY,0,0,0,1,0,0,0,0,0,0,0
HANDINESS,0,0,0,1,1,0,0,0,0,0,0
HANDIWORK,0,1,1,1,1,1,0,0,0,1,1
HANDKERCHIEF,0,0,0,1,1,1,0,1,0,0,1
HANDLE,0,0,0,1,1,0,0,0,0,0,1
HANDLEBAR,0,0,0,1,1,0,0,0,0,0,1
HANDLED,0,0,0,1,1,0,0,0,0,1,0
HANDLER,0,0,0,1,1,0,0,0,0,0,0
HANDLESS,0,0,0,1,1,0,1,0,0,0,1
HANDLING,0,0,1,1,1,0,0,0,0,1,1
HANDMADE,0,0,1,1,1,1,0,0,0,0,1
HANDMAID,1,1,0,1,0,1,0,1,0,1,1
HANDMAIDEN,1,1,0,1,0,0,0,0,1,1,0
HANDOFF,0,0,0,1,1,0,0,0,0,0,1
HANDOUT,0,0,0,1,1,1,0,1,0,0,1
HANDOVER,0,0,0,1,1,0,0,0,0,0,0
HANDPAINTED,0,0,0,1,1,0,0,0,0,0,1
HANDPICK,0,0,0,1,1,0,0,0,0,0,1
HANDPRINT,0,0,0,1,1,0,0,0,0,0,1
HANDRAIL,0,0,0,1,1,0,0,0,0,0,1
HANDS OFF,0,0,0,1,0,0,0,0,0,0,0
HANDS ON,0,0,0,1,1,0,1,0,1,0,1
HANDSAW,1,0,0,1,1,0,0,0,0,1,1
HANDSET,1,0,0,1,1,1,0,1,0,0,1
HANDSFREE,0,0,0,0,1,0,0,1,0,0,1
HANDSHAKE,0,0,0,1,1,0,0,0,0,0,1
HANDSHAKING,0,0,0,1,1,0,0,0,0,0,1
HANDSOME,0,0,0,0,0,1,1,0,0,0,1
HANDSOMELY,0,1,0,0,0,1,1,1,0,1,1
HANDSOMENESS,0,0,0,0,0,1,0,0,0,1,1
HANDSPRING,0,1,0,1,1,0,0,0,0,1,1
HANDSTAND,0,1,0,1,1,0,1,0,0,1,1
HANDWASH,1,0,1,1,1,0,0,0,1,0,1
HANDWORK,0,0,0,1,1,0,0,0,0,0,1
HANDWOVEN,0,0,0,1,1,1,0,0,0,0,1
HANDWRITE,0,0,0,1,1,0,0,0,0,0,1
HANDWRITING,0,0,0,1,0,1,0,0,0,0,1
HANDWRITTEN,0,0,0,1,1,0,0,0,0,0,1
HANDY,0,1,0,1,1,0,0,0,0,1,1
HANDYMAN,1,1,0,1,0,1,0,0,0,1,1
HANG,0,1,1,1,1,0,0,0,1,1,1
HANG AROUND,0,1,0,1,0,0,0,0,0,1,1
HANG BACK,0,1,0,1,0,1,0,0,0,1,0
HANG GLIDER,0,1,0,1,1,1,1,0,0,1,1
HANG ON,0,1,0,1,1,0,0,0,0,1,0
HANG OUT,1,1,0,1,0,1,1,1,0,1,1
HANG UP,1,0,0,1,1,0,0,0,0,0,0
HANGAR,0,1,0,0,1,1,0,0,1,0,1
HANGER,0,0,0,1,1,1,0,0,0,1,1
HANGGLIDER,0,1,0,1,1,0,1,0,1,1,1
HANGING,0,1,0,1,1,0,0,0,0,1,1
HANGMAN,0,0,0,1,0,1,0,0,0,0,1
HANGNAIL,0,1,0,1,1,0,1,0,0,0,1
HANGOUT,0,1,0,1,0,1,0,1,0,1,1
HANGOVER,0,1,1,0,1,1,1,1,1,1,0
HANGUP,1,0,1,1,1,1,1,0,1,0,0
HANKER,0,1,1,0,0,1,1,0,1,0,0
HANKERING,0,0,1,0,0,1,1,1,1,1,0
HANKIE,0,0,0,1,1,0,0,0,1,0,1
HANKY,0,0,0,1,1,0,0,0,0,0,0
HAPHAZARD,1,1,0,1,0,0,0,1,0,1,1
HAPHAZARDLY,0,1,0,1,0,0,1,0,0,0,1
HAPHAZARDNESS,1,1,0,1,0,1,0,0,0,1,1
HAPLESS,0,0,0,0,0,1,1,0,0,1,0
HAPLESSLY,1,1,1,1,0,1,1,1,0,1,0
HAPPEN,0,1,0,0,0,0,1,0,0,1,0
HAPPENING,1,1,1,1,1,0,1,1,1,1,1
HAPPENSTANCE,1,0,0,0,0,0,1,0,0,0,0
HAPPIER,1,0,0,0,0,1,1,1,0,0,1
HAPPIEST,1,0,0,0,0,1,1,1,0,0,0
HAPPILY,1,0,1,0,0,1,1,1,1,0,1
HAPPINESS,1,1,1,0,1,1,1,1,1,1,1
HAPPY,1,1,1,0,0,1,1,1,1,1,1
HAPPY HOUR,1,1,1,1,0,0,1,1,1,1,1
HARASS,1,0,0,0,0,0,0,1,0,0,1
HARASSER,1,0,0,0,0,0,1,1,0,0,1
HARASSINGLY,1,1,0,1,0,1,1,1,0,1,0
HARASSMENT,1,1,0,1,1,1,1,1,0,1,1
HARBOR,1,0,1,1,1,1,0,0,1,0,1
HARBORMASTER,1,0,0,0,0,0,0,0,0,0,1
HARD,0,1,0,1,1,1,1,0,0,1,1
HARD COPY,0,0,0,1,1,0,0,0,0,0,1
HARD CORE,1,0,1,0,1,0,1,0,1,0,1
HARD DISK,0,0,0,1,1,0,0,0,0,0,1
HARD DRUGS,0,1,1,1,1,1,1,1,1,1,0
HARD LINE,0,0,0,0,0,0,0,0,0,0,0
HARD TIME,1,1,0,0,0,1,1,1,0,1,0
HARD UP,0,0,0,0,0,0,1,0,0,0,0
HARD-BOILED EGG,0,0,1,1,1,0,0,1,1,0,1
HARDBALL,0,1,0,1,1,0,0,1,0,0,0
HARDBOILED,0,0,1,1,1,0,0,1,1,0,1
HARDBOUND,0,0,0,1,1,0,0,0,0,0,0
HARDCOPY,0,0,0,1,1,0,0,0,1,0,1
HARDCORE,1,1,1,0,1,1,1,1,1,1,0
HARDCOVER,0,0,0,1,1,1,0,0,1,0,1
HARDDISK,0,0,0,1,1,0,0,0,0,0,1
HARDEN,0,0,0,0,1,0,0,0,0,0,1
HARDENED,0,1,1,1,1,0,0,0,0,1,1
HARDENER,0,0,0,1,1,0,0,0,0,0,0
HARDENING,0,0,0,1,1,0,0,0,0,0,0
HARDER,0,1,0,1,1,0,1,0,0,0,0
HARDHAT,0,0,0,1,1,1,0,0,0,0,1
HARDHEAD,1,0,0,0,1,1,1,0,0,0,0
HARDHEADED,1,0,0,0,0,1,1,1,0,0,0
HARDHEADEDLY,0,0,0,0,0,1,1,0,0,0,0
HARDHEADEDNESS,1,0,0,0,0,1,1,1,0,0,0
HARDHEARTED,0,0,0,0,0,1,1,1,0,1,0
HARDHEARTEDLY,1,0,0,0,0,1,1,0,0,0,0
HARDHEARTEDNESS,1,0,0,0,0,1,1,1,0,0,0
HARDILY,0,0,1,0,0,0,1,0,0,0,0
HARDINESS,0,1,0,1,1,0,1,0,0,1,1
HARDLINE,0,0,0,0,0,0,0,0,0,0,0
HARDLY,0,0,1,0,0,0,0,0,1,0,0
HARDNESS,0,1,0,1,1,0,0,1,0,1,0
HARDSHIP,0,1,0,1,0,0,1,0,0,1,0
HARDTOP,0,0,0,1,1,0,0,0,0,0,1
HARDWARE,0,0,0,1,1,0,0,0,1,1,1
HARDWARE STORE,1,1,0,1,1,1,0,0,1,1,1
HARDWIRED,0,0,0,1,1,1,0,0,0,0,1
HARDWOOD,0,1,0,1,1,0,0,0,1,0,1
HARDWORKING,1,1,0,1,1,1,1,1,0,1,1
HARDY,0,1,1,1,1,0,1,1,0,1,0
HARE,0,1,0,1,1,1,0,0,1,0,1
HAREBRAIN,1,0,0,0,0,1,1,1,0,0,0
HAREBRAINED,1,0,0,0,0,1,1,0,0,0,0
HAREM,1,0,0,1,1,1,0,0,0,1,1
HARK,1,0,0,0,0,0,0,1,0,0,0
HARLEQUIN,0,1,0,0,0,0,0,0,0,0,1
HARLOT,0,1,0,1,0,1,0,1,0,1,0
HARLOTRY,0,1,0,1,0,0,0,1,0,1,1
HARM,1,1,0,1,1,0,1,1,0,1,1
HARMFUL,1,1,0,1,1,1,1,1,1,1,1
HARMFULLY,1,1,1,1,1,1,1,1,1,1,1
HARMFULNESS,0,1,1,1,1,0,1,1,1,1,0
HARMLESS,1,1,1,1,0,0,1,1,1,1,0
HARMLESSLY,1,1,1,0,1,0,1,1,1,1,1
HARMLESSNESS,0,1,0,1,0,1,0,1,0,1,0
HARMONIC,1,0,0,0,0,1,1,1,0,0,0
HARMONICA,1,0,0,1,1,1,0,1,0,0,0
HARMONICALLY,1,0,0,0,0,1,1,1,0,0,0
HARMONICS,1,0,0,0,0,1,1,1,0,0,0
HARMONIOUS,1,1,0,0,0,1,1,1,0,1,0
HARMONIOUSLY,1,0,1,0,0,1,1,1,1,0,0
HARMONIOUSNESS,1,0,1,0,0,1,1,1,1,0,0
HARMONIST,1,0,0,0,0,1,0,1,0,0,0
HARMONISTICALLY,1,0,0,0,0,0,1,1,0,1,0
HARMONIZATION,1,0,1,0,0,1,1,1,0,0,0
HARMONIZE,1,0,0,0,0,1,1,1,0,1,0
HARMONIZER,1,0,0,0,0,1,0,1,0,0,0
HARMONY,1,0,1,0,0,1,1,1,0,1,0
HARNESS,0,1,0,1,1,0,0,0,0,1,0
HARP,1,0,1,1,1,1,0,0,1,1,1
HARPIST,1,0,0,1,0,1,0,0,0,1,0
HARPOON,0,0,0,1,1,0,0,0,0,0,1
HARPOONER,0,1,0,1,0,0,0,0,0,1,1
HARPSICHORD,1,0,0,1,1,1,0,0,1,1,1
HARPSICHORDIST,1,0,0,1,0,0,0,0,0,1,1
HARRASSMENT,1,1,0,1,1,1,1,1,0,1,1
HARROWING,1,0,0,0,0,1,1,0,0,0,0
HARROWINGLY,0,1,0,0,0,1,1,1,0,0,0
HARSH,1,0,1,0,1,0,1,1,1,0,1
HARSHLY,1,0,0,0,0,0,1,1,0,0,0
HARSHNESS,1,1,1,1,1,1,1,1,1,1,1
HARVEST,0,1,1,1,1,0,0,0,1,1,1
HARVEST TIME,0,1,1,1,0,1,0,0,1,1,1
HARVESTER,0,1,0,1,1,0,0,0,0,1,1
HARVESTLESS,0,0,1,0,1,0,0,0,1,0,0
HARVESTMAN,0,1,0,0,0,0,0,0,1,1,1
HASH,0,0,1,0,1,0,0,1,1,0,0
HASHISH,0,0,1,1,0,1,1,1,1,1,0
HASSLE,1,1,0,0,0,1,1,1,0,1,0
HASTE,0,1,0,1,0,1,1,1,0,1,1
HASTEN,0,1,0,1,0,0,1,0,0,1,0
HASTILY,1,1,0,1,0,0,1,1,0,1,1
HASTINESS,1,1,0,1,0,1,1,1,0,1,1
HASTY,0,1,0,1,0,0,1,1,0,1,0
HAT,0,0,0,0,1,1,0,0,0,0,1
HAT TRICK,0,1,0,1,0,0,0,0,0,1,1
HATBAND,0,0,0,0,1,1,0,0,0,0,1
HATBOX,0,0,0,1,1,1,0,0,0,0,1
HATCH,0,0,0,1,1,0,0,0,0,1,1
HATCHBACK,0,0,0,0,0,0,0,0,0,0,1
HATCHERY,1,0,0,0,1,0,0,0,1,0,1
HATCHET,0,0,0,1,1,0,0,0,0,1,1
HATCHET MAN,0,0,0,0,0,0,0,0,1,0,0
HATCHING,0,0,0,0,0,0,0,0,0,0,1
HATCHLING,1,0,0,1,1,0,0,0,0,0,1
HATCHWAY,0,0,0,0,1,0,0,0,0,0,1
HATE,1,0,0,0,0,1,1,1,0,1,0
HATE MAIL,0,0,0,1,0,1,0,0,0,0,1
HATEFUL,1,1,0,0,0,1,1,1,0,1,0
HATEFULLY,1,1,1,0,0,0,1,1,1,1,0
HATEFULNESS,1,0,0,0,0,1,1,1,0,0,0
HATER,1,0,0,0,0,0,0,1,0,0,1
HATLESS,0,0,0,0,1,1,0,0,0,0,1
HATRED,1,0,1,0,1,1,1,1,1,0,1
HAUGHTILY,1,1,0,0,0,1,0,1,0,1,0
HAUGHTINESS,1,0,0,0,0,1,1,1,0,0,0
HAUGHTY,1,1,0,0,0,1,1,1,0,1,1
HAUL,0,1,0,1,1,0,0,0,0,1,1
HAULER,1,1,0,1,1,0,0,0,0,1,1
HAUNCH,0,1,1,1,1,0,0,0,0,1,1
HAUNT,1,0,0,0,0,1,1,0,0,0,0
HAUNTER,1,0,0,0,0,0,1,0,0,0,0
HAUNTINGLY,1,0,0,0,0,1,1,0,0,0,0
HAVE,0,0,1,1,1,0,1,1,1,0,0
HAVEN,0,0,0,0,0,0,1,0,0,0,0
HAVOC,1,1,0,1,0,1,1,1,0,1,1
HAWK,1,0,1,0,0,1,0,0,0,0,1
HAWKING,1,0,0,1,0,1,0,1,0,1,1
HAY,0,0,1,1,1,0,0,0,1,0,1
HAY FEVER,0,0,0,0,0,1,1,1,1,1,0
HAYFIELD,0,1,0,1,0,1,0,0,1,1,1
HAYFORK,0,1,0,1,1,0,0,0,0,1,1
HAYLOFT,0,1,0,0,1,0,0,0,1,0,1
HAYMAKER,0,0,0,1,1,1,1,0,1,1,1
HAYRIDE,0,1,0,1,1,1,1,0,1,1,1
HAYSEED,0,0,1,1,1,0,0,1,1,0,1
HAYSTACK,0,0,0,1,1,0,0,0,1,0,1
HAYWIRE,0,0,0,0,0,1,0,0,0,0,0
HAZARD,1,1,0,0,0,0,1,0,1,0,0
HAZARD LIGHTS,0,0,0,0,0,1,0,0,0,0,1
HAZARDLESS,1,0,0,0,0,0,1,0,1,0,1
HAZARDOUS,1,1,1,0,1,1,1,1,1,1,1
HAZARDOUSLY,1,1,0,1,0,0,1,1,1,1,1
HAZARDOUSNESS,1,1,1,1,0,0,1,0,1,1,1
HAZE,0,0,0,0,0,1,0,0,1,0,1
HAZEL,0,0,1,0,0,1,0,0,1,0,1
HAZELNUT,0,0,1,1,1,0,0,1,1,1,0
HAZILY,0,0,0,0,0,1,1,0,0,0,1
HAZINESS,0,0,0,0,0,1,0,0,0,0,1
HAZING,1,1,0,1,1,0,1,1,0,1,1
HAZMAT,0,0,0,0,0,0,0,0,1,1,1
HAZY,0,0,0,0,0,1,0,0,0,0,1
HE,1,0,1,0,1,0,1,1,1,0,1
HEAD,0,0,1,0,1,1,0,1,1,0,1
HEAD OFF,0,1,0,0,1,0,1,0,0,0,1
HEAD START,0,1,0,0,0,0,0,0,0,0,0
HEAD TEACHER,1,0,0,0,0,0,0,1,0,0,1
HEADACHE,0,0,0,0,0,1,1,0,0,0,0
HEADACHY,0,0,0,0,0,1,1,0,0,0,0
HEADBAND,0,0,0,1,1,1,0,0,0,0,1
HEADBOARD,0,0,0,0,1,1,0,0,0,0,1
HEADCHEESE,0,0,1,1,1,0,0,1,1,1,0
HEADCOUNT,1,0,0,1,0,1,0,1,0,0,1
HEADDRESS,0,0,0,1,0,1,0,0,0,0,1
HEADED,0,1,0,0,0,0,1,0,0,1,0
HEADER,0,0,0,0,0,1,0,0,0,0,1
HEADFIRST,0,0,1,0,1,1,1,1,0,0,1
HEADGEAR,0,0,0,0,1,1,0,0,0,0,1
HEADHUNTER,0,0,0,0,0,1,0,0,0,0,1
HEADILY,0,0,0,0,0,1,0,0,0,0,0
HEADINESS,0,0,1,0,0,1,1,0,0,0,0
HEADING,0,1,0,0,0,1,0,0,0,0,1
HEADLAMP,0,0,0,0,1,1,0,0,0,0,1
HEADLESS,0,0,0,0,1,1,0,0,0,0,1
HEADLIGHT,0,0,0,0,0,1,0,0,0,0,1
HEADLINE,1,0,0,0,0,1,0,0,0,0,1
HEADLINER,1,0,0,0,0,1,0,0,0,0,1
HEADLOCK,0,0,0,1,1,1,1,0,0,0,1
HEADLONG,0,1,0,0,0,1,0,0,0,0,0
HEADMAN,1,0,0,0,0,1,0,1,0,1,1
HEADMASTER,1,0,0,0,1,1,0,1,0,0,1
HEADMASTERSHIP,0,0,1,0,0,1,0,1,0,0,0
HEADMISTRESS,1,0,0,0,0,0,0,0,0,0,1
HEADPHONE,1,0,0,0,1,1,0,0,0,0,1
HEADPHONES,1,0,0,0,1,1,1,0,0,0,0
HEADPIECE,0,0,0,0,1,1,0,0,0,0,1
HEADQUARTER,0,0,0,0,0,0,0,0,0,0,1
HEADQUARTERS,0,0,0,0,0,0,0,0,0,0,1
HEADREST,0,0,0,0,1,1,0,0,0,0,1
HEADROOM,0,0,0,0,1,1,0,0,0,0,1
HEADS,0,0,0,1,1,1,0,1,0,0,1
HEADS UP,1,0,1,0,0,1,1,1,1,0,1
HEADSCARF,0,0,0,0,1,1,0,0,0,0,1
HEADSET,1,0,0,1,1,1,0,0,0,0,0
HEADSHAKE,0,0,0,0,1,1,1,1,0,0,1
HEADSHOT,0,0,0,0,1,1,0,0,0,0,1
HEADSHRINKER,1,0,0,0,0,0,0,0,0,0,0
HEADSMAN,0,0,1,0,0,1,0,0,1,0,0
HEADSPACE,0,0,0,0,0,1,1,0,0,0,0
HEADSTAND,0,1,0,1,1,1,1,0,0,1,1
HEADSTONE,0,0,0,0,1,0,0,0,0,0,1
HEADSTRONG,0,0,0,0,0,1,1,1,0,0,0
HEADSTRONGNESS,1,0,0,0,0,1,1,1,0,1,0
HEADTEACHER,1,1,0,1,0,1,0,1,0,0,1
HEADWAITER,1,0,0,0,0,1,0,0,0,0,1
HEADWAY,0,1,0,0,0,1,0,1,0,1,0
HEADWEAR,0,0,0,0,1,1,0,0,0,0,1
HEADWIND,0,0,0,0,1,0,1,0,0,0,0
HEADWORK,0,0,0,0,0,1,1,0,0,0,0
HEADWORKER,0,0,0,0,0,0,0,0,0,0,0
HEADY,0,0,1,0,0,1,1,0,1,0,0
HEAL,0,1,0,1,1,0,1,0,0,0,1
HEALABLE,0,0,0,0,0,0,1,0,0,1,0
HEALER,0,1,0,1,0,1,1,1,0,1,0
HEALING,0,1,0,1,1,1,1,1,0,1,1
HEALTH,0,1,0,1,0,1,1,1,0,1,0
HEALTH CARE,1,1,0,1,0,0,1,1,0,1,0
HEALTH CLUB,1,1,0,1,0,0,1,0,1,1,1
HEALTH HAZARD,1,1,1,1,1,1,1,1,1,1,1
HEALTH INSURANCE,0,1,0,0,0,1,0,1,0,1,0
HEALTH SPA,1,1,1,1,1,0,1,0,1,1,0
HEALTHCARE,1,1,0,1,0,1,1,1,1,1,1
HEALTHFUL,1,1,1,1,1,1,1,1,1,1,1
HEALTHFULLY,0,1,1,1,0,1,1,1,1,1,0
HEALTHILY,0,1,1,0,0,1,1,1,1,1,0
HEALTHINESS,0,1,1,1,0,1,1,1,1,1,0
HEALTHY,0,1,1,1,0,1,1,1,1,1,1
HEAP,0,0,0,0,1,0,0,0,0,0,1
HEAPS,0,0,0,1,1,0,0,0,0,0,1
HEAR,1,0,0,0,0,1,0,0,0,0,0
HEARABLE,1,0,0,0,0,1,0,0,0,0,0
HEARING,1,0,0,0,0,1,0,0,0,0,0
HEARING AID,1,0,0,0,1,1,1,0,0,0,0
HEARING LOSS,1,0,0,0,0,1,1,0,0,0,0
HEARSAY,1,0,0,0,0,1,0,1,0,0,0
HEARSE,0,0,0,0,0,0,0,0,0,0,1
HEART,1,0,0,0,1,0,1,0,0,1,0
HEART ATTACK,0,0,0,1,0,1,1,1,0,1,0
HEART DISEASE,0,0,1,0,1,0,1,0,1,1,0
HEART RATE,1,0,0,0,1,0,1,0,0,1,0
HEARTACHE,1,0,1,0,1,1,1,0,1,1,0
HEARTBEAT,1,0,0,0,1,0,1,0,0,1,0
HEARTBREAK,1,0,0,0,0,1,1,1,0,1,0
HEARTBREAKER,1,0,0,0,0,0,1,1,0,1,0
HEARTBREAKING,1,0,0,0,0,1,1,1,0,1,0
HEARTBREAKINGLY,0,0,0,0,0,1,1,1,0,1,0
